region,k,n_eff,deltaD,A2,phi2,bound_active,success
signal_Bplus_jpsiK_control,10.16,0.5149442122082927,2.486828358754577e-10,2.7748124750736535e-08,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,10.18,0.5159578819173641,1.380383333084539e-10,2.5341680516247855e-07,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,10.2,0.5169715516264356,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,10.219999999999999,0.517985221335507,3.071431149143063e-10,1.1786428149494944e-07,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,10.24,0.5189988910445784,2.6527406836110497e-10,2.886217950453416e-08,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,10.26,0.5200125607536499,3.836602923839773e-10,8.062146936181919e-09,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,10.280000000000001,0.5210262304627213,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,10.3,0.5220399001717928,3.172649070998919e-10,5.78640024232558e-08,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,10.32,0.5230535698808643,3.127793051912416e-10,2.308999511468358e-08,2.356194490192345,False,True
signal_Bplus_jpsiK_control,10.34,0.5240672395899356,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,10.36,0.5250809092990071,3.374321037372107e-10,3.8002596203115294e-08,2.356194490192345,False,True
signal_Bplus_jpsiK_control,10.379999999999999,0.5260945790080784,2.9515378969850744e-10,8.320681180442552e-08,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,10.4,0.52710824871715,3.951565496107791e-10,1.0298619910475766e-08,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,10.42,0.5281219184262215,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,10.440000000000001,0.5291355881352929,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,10.46,0.5301492578443644,4.409561219567497e-10,2.646138266589382e-09,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,10.48,0.5311629275534357,3.9099619819135183e-10,1.5300670541607234e-09,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,10.5,0.5321765972625072,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,10.52,0.5331902669715786,0.0,0.0,-0.0,False,True
