"KDE_BANDWIDTH_SCALE","label","Q","n_minus","n0","n_plus","k_minus","k0","k_plus","deltaD","p_vs_model_scanmax_null","p_vs_fixed_model_null","A_minus","A0","A_plus","any_A_bound_active","success","radial_max","radial_above_0p1","mode"
1.5,"dense_Q_0.635000",0.635,9.525,15,19.05,12.5199702614209,19.7164886006628,25.0399405228418,365.089252264841,0.0001999600079984,0.0001999600079984,0.0936482351338612,0.118727603696166,0.125943034839457,"True","True",0.125943034839457,TRUE,"parity"
1.5,"quark_like",0.63026,9.4539,15,18.9078,12.4265141054538,19.7164886006628,24.8530282109075,353.214382405762,0.0001999600079984,0.0001999600079984,0.0881237911677669,0.120143771231182,0.106843565761834,"True","True",0.120143771231182,TRUE,"parity"
1.5,"dense_Q_0.630000",0.63,9.45,15,18.9,12.4213878184176,19.7164886006628,24.8427756368352,352.459931708899,0.0001999600079984,0.0001999600079984,0.0877675582497654,0.120226014941945,0.10580310535259,"True","True",0.120226014941945,TRUE,"parity"
1.5,"dense_Q_0.625000",0.625,9.375,15,18.75,12.3228053754143,19.7164886006628,24.6456107508285,343.010619227888,0.0001999600079984,0.0001999600079984,0.0803304146645105,0.120109019730264,0.103362199781915,"True","True",0.120109019730264,TRUE,"parity"
1.5,"dense_Q_0.620000",0.62,9.3,15,18.6,12.224222932411,19.7164886006628,24.4484458648219,339.733642211358,0.0001999600079984,0.0001999600079984,0.0742099250089129,0.117770939844625,0.123745419962971,"True","True",0.123745419962971,TRUE,"parity"
1.5,"dense_Q_0.615000",0.615,9.225,15,18.45,12.1256404894076,19.7164886006628,24.2512809788153,334.694512343024,0.0001999600079984,0.0001999600079984,0.0693037242339537,0.118851934759001,0.107675144314498,"True","True",0.118851934759001,TRUE,"parity"
1.5,"dense_Q_0.610000",0.61,9.15,15,18.3,12.0270580464043,19.7164886006628,24.0541160928087,333.664598212297,0.0001999600079984,0.0001999600079984,0.0633165411423438,0.118997571769205,0.102809811738082,"True","True",0.118997571769205,TRUE,"parity"
1.5,"dense_Q_0.605000",0.605,9.075,15,18.15,11.928475603401,19.7164886006628,23.856951206802,343.643927516101,0.0001999600079984,0.0001999600079984,0.0576044134685738,0.116174545903885,0.131048026291363,"True","True",0.131048026291363,TRUE,"parity"
1.5,"dense_Q_0.600000",0.6,9,15,18,11.8298931603977,19.7164886006628,23.6597863207954,345.028236197675,0.0001999600079984,0.0001999600079984,0.0550884413102427,0.11757336285672,0.112611751222952,"True","True",0.11757336285672,TRUE,"parity"
1.5,"dense_Q_0.595000",0.595,8.925,15,17.85,11.7313107173944,19.7164886006628,23.4626214347888,345.186016770273,0.0001999600079984,0.0001999600079984,0.0517134852321974,0.119585346753897,0.100962604306735,"True","True",0.119585346753897,TRUE,"parity"
1.5,"dense_Q_0.590000",0.59,8.85,15,17.7,11.6327282743911,19.7164886006628,23.2654565487821,360.113718649158,0.0001999600079984,0.0001999600079984,0.0475098804948721,0.119449614903095,0.12686214582379,"True","True",0.12686214582379,TRUE,"parity"
1.5,"dense_Q_0.585000",0.585,8.775,15,17.55,11.5341458313878,19.7164886006628,23.0682916627755,361.57027448189,0.0001999600079984,0.0001999600079984,0.0459365186771817,0.119843055786038,0.125547096474882,"True","True",0.125547096474882,TRUE,"parity"
1.5,"dense_Q_0.580000",0.58,8.7,15,17.4,11.4355633883844,19.7164886006628,22.8711267767689,349.005013827802,0.0001999600079984,0.0001999600079984,0.0449475942745912,0.122472264279827,0.100491606981304,"True","True",0.122472264279827,TRUE,"parity"
1.5,"dense_Q_0.575000",0.575,8.625,15,17.25,11.3369809453811,19.7164886006628,22.6739618907623,352.483832324538,0.0001999600079984,0.0001999600079984,0.0429971243306435,0.124326151506044,0.115394884415724,"True","True",0.124326151506044,TRUE,"parity"
1.5,"dense_Q_0.570000",0.57,8.55,15,17.1,11.2383985023778,19.7164886006628,22.4767970047556,353.571971107593,0.0001999600079984,0.0001999600079984,0.0420487211405555,0.125470088387668,0.134086123721263,"True","True",0.134086123721263,TRUE,"parity"
1.5,"dense_Q_0.565000",0.565,8.475,15,16.95,11.1398160593745,19.7164886006628,22.279632118749,338.473769289665,0.0001999600079984,0.0001999600079984,0.0438687544818269,0.127779229391342,0.102640311127276,"True","True",0.127779229391342,TRUE,"parity"
1.5,"dense_Q_0.560000",0.56,8.4,15,16.8,11.0412336163712,19.7164886006628,22.0824672327424,342.314147605479,0.0001999600079984,0.0001999600079984,0.0448981818507044,0.133143881639485,0.111474883312447,"True","True",0.133143881639485,TRUE,"parity"
1.5,"dense_Q_0.555000",0.555,8.325,15,16.65,10.9426511733679,19.7164886006628,21.8853023467357,356.420666667997,0.0001999600079984,0.0001999600079984,0.0461264464631693,0.140301276450093,0.135858172466084,"True","True",0.140301276450093,TRUE,"parity"
1.5,"dense_Q_0.550000",0.55,8.25,15,16.5,10.8440687303646,19.7164886006628,21.6881374607291,354.357105080862,0.0001999600079984,0.0001999600079984,0.0504985346603633,0.140334549852102,0.103713384309284,"True","True",0.140334549852102,TRUE,"parity"
1.5,"spin1_Qhalf",0.5,7.5,15,15,9.85824430033141,19.7164886006628,19.7164886006628,266.556379344002,0.0001999600079984,0.0001999600079984,0.106054754902465,0.0787802899500861,0.0787802899500861,"True","True",0.106054754902465,TRUE,"parity"
1.5,"spin32_Q4over9",0.444444444444444,6.66666666666667,15,13.3333333333333,8.76288382251681,19.7164886006628,17.5257676450336,536.849384181429,0.0001999600079984,0.0001999600079984,0.100522903110953,0.112790935792604,0.10005206231999,"True","True",0.112790935792604,TRUE,"parity"
1.5,"neutrino_like_Qthird",0.333333333333333,5,15,10,6.57216286688761,19.7164886006628,13.1443257337752,439.048638182707,0.0001999600079984,0.0001999600079984,0.100025350446509,0.139524577901959,0.137748894434793,"True","True",0.139524577901959,TRUE,"parity"
