"k1","k2","k3","n1","n2","n3","delta1","delta2","delta3","Q_low","Q_high","Q_mean","koide_error","integer_error_10_15_20","score"
15.64,28.66,30.02,11.8986704352677,21.8040853372617,22.8387523316328,79.3210146466172,32.5337236833493,20.9014761696708,0.545708304256804,0.523726448011165,0.534717376133985,0.187250718412929,7.61308357361524,5.83451048947209
10.4,12.98,20.74,7.91215936872023,9.87498351980659,15.7786716641594,17.8015708897619,82.2560373513843,20.0348262717471,0.801232665639445,0.798921417565485,0.800077041602465,0.188677839755628,6.9602072772905,5.36822089894752
7.76,15.64,18.28,5.90368814435279,11.8986704352677,13.9071416596352,352.89104269028,79.3210146466172,23.5962864056,0.49616368286445,0.584398976982097,0.540281329923274,0.189312546471425,7.97000242431278,19.6673053435333
11.66,14.32,15.64,8.87074790762287,10.894434823084,11.8986704352677,47.1420538068942,90.5509916249448,79.3210146466172,0.814245810055866,0.54608938547486,0.680167597765363,0.190574091374189,9.1521809655649,8.98341392049579
14.32,18.28,30.02,10.894434823084,13.9071416596352,22.8387523316328,90.5509916249448,23.5962864056,20.9014761696708,0.783369803063457,0.821115973741794,0.802242888402626,0.193582567657408,3.17062577501682,6.78750811775222
14.32,27.24,28.66,10.894434823084,20.7237712696095,21.8040853372617,90.5509916249448,30.8945205106556,32.5337236833493,0.525697503671072,0.526064610866373,0.525881057268722,0.199101087417793,6.0676432907411,6.8486005066651
12.98,16.98,28.66,9.87498351980659,12.9181217385451,21.8040853372617,82.2560373513843,58.1171593650888,32.5337236833493,0.764428739693757,0.843934040047114,0.804181389870436,0.202438001837,2.75763850422076,8.53815839954598
10.4,15.64,27.24,7.91215936872023,11.8986704352677,20.7237712696095,17.8015708897619,79.3210146466172,30.8945205106556,0.664961636828644,0.870843989769821,0.767902813299233,0.204184442101543,3.80803997108977,6.04713904974391
15.64,18.28,27.24,11.8986704352677,13.9071416596352,20.7237712696095,79.3210146466172,23.5962864056,30.8945205106556,0.855579868708972,0.74507658643326,0.800328227571116,0.204539271103816,2.30719171821002,6.66697693869251
12.98,15.64,16.98,9.87498351980659,11.8986704352677,12.9181217385451,82.2560373513843,79.3210146466172,58.1171593650888,0.829923273657289,0.542838874680307,0.686381074168798,0.204904957954432,7.73219722326515,9.09066212996895
7.76,15.64,16.98,5.90368814435279,11.8986704352677,12.9181217385451,352.89104269028,79.3210146466172,58.1171593650888,0.49616368286445,0.542838874680307,0.519501278772378,0.210723965304557,8.74934372383811,19.3299423394686
15.64,18.28,20.74,11.8986704352677,13.9071416596352,15.7786716641594,79.3210146466172,23.5962864056,20.0348262717471,0.855579868708972,0.567286652078775,0.711433260393873,0.213458626448702,4.75593331459091,5.44605943067527
18.28,20.74,27.24,13.9071416596352,15.7786716641594,20.7237712696095,23.5962864056,20.0348262717471,30.8945205106556,0.881388621022179,0.656702025072324,0.769045323047252,0.214953045487508,4.0491888520707,3.36331747406351
18.28,20.74,28.66,13.9071416596352,15.7786716641594,21.8040853372617,23.5962864056,20.0348262717471,32.5337236833493,0.881388621022179,0.690935390549662,0.786162005785921,0.216089075709903,4.37342079077055,3.38709902454124
7.76,16.98,20.74,5.90368814435279,12.9181217385451,15.7786716641594,352.89104269028,58.1171593650888,20.0348262717471,0.457008244994111,0.610718492343934,0.533863368669022,0.216995050607783,6.23967954571428,17.9943240521131
11.66,16.98,30.02,8.87074790762287,12.9181217385451,22.8387523316328,47.1420538068942,58.1171593650888,20.9014761696708,0.686690223792697,0.883981154299176,0.785335689045936,0.218235032419086,3.69701801239961,5.69821416791513
14.32,16.98,18.28,10.894434823084,12.9181217385451,13.9071416596352,90.5509916249448,58.1171593650888,23.5962864056,0.843345111896349,0.538280329799764,0.690812720848057,0.218399460857575,6.50055024624969,7.10211476563496
11.66,15.64,27.24,8.87074790762287,11.8986704352677,20.7237712696095,47.1420538068942,79.3210146466172,30.8945205106556,0.745524296675192,0.870843989769821,0.808184143222506,0.218876460772124,3.37894957167649,7.1689280549053
14.32,28.66,30.02,10.894434823084,21.8040853372617,22.8387523316328,90.5509916249448,32.5337236833493,20.9014761696708,0.499651081646895,0.523726448011165,0.51168876482903,0.219832008016984,7.42658102560228,5.74626885113059
18.28,20.74,30.02,13.9071416596352,15.7786716641594,22.8387523316328,23.5962864056,20.0348262717471,20.9014761696708,0.881388621022179,0.723722275795564,0.802555448408872,0.222173041153333,4.89189128143422,2.76585269077594
15.64,18.28,28.66,11.8986704352677,13.9071416596352,21.8040853372617,79.3210146466172,23.5962864056,32.5337236833493,0.855579868708972,0.783916849015317,0.819748358862144,0.222341636151821,2.83795924530064,6.21218365032357
12.98,27.24,30.02,9.87498351980659,20.7237712696095,22.8387523316328,82.2560373513843,30.8945205106556,20.9014761696708,0.476505139500734,0.551027900146843,0.513766519823788,0.222561745896068,6.39028179875333,5.47489881441899
14.32,16.98,27.24,10.894434823084,12.9181217385451,20.7237712696095,90.5509916249448,58.1171593650888,30.8945205106556,0.843345111896349,0.802120141342756,0.822732626619552,0.222627304728337,2.37867097324868,8.3591194301353
7.76,11.66,20.74,5.90368814435279,8.87074790762287,15.7786716641594,352.89104269028,47.1420538068942,20.0348262717471,0.665523156089194,0.889365351629502,0.777444253859348,0.222701620785789,8.4951230096801,16.1106276640617
10.4,16.98,30.02,7.91215936872023,12.9181217385451,22.8387523316328,17.8015708897619,58.1171593650888,20.9014761696708,0.612485276796231,0.883981154299176,0.748233215547703,0.223966983154375,4.09289755521583,4.23402163523864
10.4,11.66,15.64,7.91215936872023,8.87074790762287,11.8986704352677,17.8015708897619,47.1420538068942,79.3210146466172,0.891938250428816,0.670668953687822,0.781303602058319,0.225307134268107,10.3710342025247,5.21256755614427
7.76,10.4,18.28,5.90368814435279,7.91215936872023,13.9071416596352,352.89104269028,17.8015708897619,23.5962864056,0.746153846153846,0.878846153846154,0.8125,0.226579669173069,10.2049095237973,14.2614625897176
10.4,11.66,14.32,7.91215936872023,8.87074790762287,10.894434823084,17.8015708897619,47.1420538068942,90.5509916249448,0.891938250428816,0.614065180102916,0.753001715265866,0.23133137020176,11.1730983574207,5.41233439025757
11.66,12.98,16.98,8.87074790762287,9.87498351980659,12.9181217385451,47.1420538068942,82.2560373513843,58.1171593650888,0.898305084745763,0.654083204930663,0.776194144838213,0.231979956546784,8.81442022599666,6.94261487092628
10.4,11.66,16.98,7.91215936872023,8.87074790762287,12.9181217385451,17.8015708897619,47.1420538068942,58.1171593650888,0.891938250428816,0.728130360205832,0.810034305317324,0.23350604290721,9.59582249854586,4.44105315925508
11.66,12.98,18.28,8.87074790762287,9.87498351980659,13.9071416596352,47.1420538068942,82.2560373513843,23.5962864056,0.898305084745763,0.704160246533128,0.801232665639446,0.234653202111944,8.04138837304513,5.74518201073279
12.98,27.24,28.66,9.87498351980659,20.7237712696095,21.8040853372617,82.2560373513843,30.8945205106556,32.5337236833493,0.476505139500734,0.526064610866373,0.501284875183553,0.236495971444227,6.00265862524682,5.77214526291155
