"k","n_eff","delta_chi2","amp","phase"
12.84,9.76847368215074,74.4979327442015,3.76087980606499,0.309440235684125
12.86,9.78368937324444,76.5472394388271,3.81581329634201,0.308600047058601
12.88,9.79890506433813,78.3096598898173,3.86329325622811,0.307606234800902
12.9,9.81412075543182,79.7667968023688,3.90307994434312,0.306489171763505
12.92,9.82933644652551,80.9024478829251,3.93493934154408,0.305274508076499
12.94,9.84455213761921,81.7028296429726,3.95864543013313,0.30398347033915
12.96,9.8597678287129,82.1567945477582,3.97398276089522,0.302633105129987
12.98,9.87498351980659,82.2560373513843,3.98074926131292,0.301236477480006
13,9.89019921090029,81.9952859875993,3.97875923287707,0.299802831206592
13.02,9.90541490199398,81.3724720253194,3.96784648047587,0.298337714886121
13.04,9.92063059308767,80.3888754756808,3.94786751254067,0.296843074541549
13.06,9.93584628418136,79.0492386769092,3.91870474710114,0.295317311649711
13.08,9.95106197527506,77.3618441040671,3.88026965631522,0.293755302645736
13.1,9.96627766636875,75.3385512672321,3.83250578056792,0.292148373514591
13.12,9.98149335746244,72.9947883815585,3.77539154306456,0.290484220067021
13.14,9.99670904855614,70.3494952158926,3.70894279716876,0.288746760781408
13.16,10.0119247396498,67.425014444445,3.63321504174242,0.286915904218503
13.18,10.0271404307435,64.246929919811,3.54830524459772,0.284967206360529
13.2,10.0423561218372,60.8438515278212,3.45435322101797,0.282871383868263
13.22,10.0575718129309,57.2471476374922,3.35154252326031,0.280593635790463
13.24,10.0727875040246,53.4906275777194,3.24010080812828,0.278092706518406
13.26,10.0880031951183,49.6101780035206,3.12029966322738,0.275319593277915
13.28,10.103218886212,45.6433584025235,2.99245388862767,0.272215756516029
13.3,10.1184345773057,41.628962278588,2.85692024984154,0.268710621673204
13.32,10.1336502683994,37.606551677296,2.71409574129049,0.26471804972238
13.34,10.1488659594931,33.6159736361005,2.5644154288431,0.26013127266143
13.36,10.1640816505868,29.6968678059657,2.40834997967069,0.254815486218324
13.38,10.1792973416804,25.8881748685289,2.24640304583362,0.248596765777492
13.4,10.1945130327741,22.227655442859,2.0791087614424,0.241245026844218
13.42,10.2097287238678,18.7514289327955,1.90702977713529,0.232446983977597
13.44,10.2249444149615,15.4935412181785,1.73075656725002,0.221761593879588
13.46,10.2401601060552,12.4855692639285,1.55090938418409,0.208543271843087
13.48,10.2553757971489,9.75626964520234,1.36814564998948,0.191802218257942
13.5,10.2705914882426,7.33127671052898,1.18317899065606,0.169932903845577
13.52,10.2858071793363,5.23285468144968,0.99682524497011,0.140140460940284
13.54,10.30102287043,3.47970647462535,0.810118499086541,0.0970919332174281
13.56,10.3162385615237,2.08684048968462,0.624639735749227,0.0292616040717415
13.58,10.3314542526174,1.06549509085016,0.443649319813134,-0.093066923788247
13.6,10.3466699437111,0.423119075270733,0.277355202736473,-0.367613057945019
13.62,10.3618856348048,0.163405112692999,0.174258812999256,-1.1189424586606
