KDE_BANDWIDTH_SCALE,label,Q,obs_deltaD,p_vs_fixed_model_null,p_vs_model_scanmax_null,null_fixed_mean,null_fixed_std,null_scanmax_mean,null_scanmax_std
1.25,dense_Q_0.635000,0.635,359.3749279627766,0.0001999600079984003,0.0001999600079984003,5.922803535627911,3.410505540964274,10.987758262135754,3.8491429318709103
1.25,quark_like,0.63026,348.31449346256863,0.0001999600079984003,0.0001999600079984003,5.936531988149442,3.4096538501490334,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.630000,0.63,347.62597371476227,0.0001999600079984003,0.0001999600079984003,5.9372823859949975,3.4096425933779253,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.625000,0.625,338.2033117352544,0.0001999600079984003,0.0001999600079984003,5.9511108879601595,3.412326413720603,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.620000,0.62,332.89414368609323,0.0001999600079984003,0.0001999600079984003,5.9633961787584715,3.421235192143466,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.615000,0.615,328.50492130212615,0.0001999600079984003,0.0001999600079984003,5.97361687983436,3.4318753281389056,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.610000,0.61,327.51878987868577,0.0001999600079984003,0.0001999600079984003,5.980784463384758,3.438829780469515,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.605000,0.605,333.8001766896555,0.0001999600079984003,0.0001999600079984003,5.983879936853018,3.440748348679167,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.600000,0.6,335.74620576742404,0.0001999600079984003,0.0001999600079984003,5.982709302119838,3.438386026576079,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.595000,0.595,336.26091733510657,0.0001999600079984003,0.0001999600079984003,5.978161437883292,3.4333780938546608,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.590000,0.59,347.10989289911527,0.0001999600079984003,0.0001999600079984003,5.972068576304646,3.4291002863457285,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.585000,0.585,347.1077225627564,0.0001999600079984003,0.0001999600079984003,5.966493248479555,3.427850018974079,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.580000,0.58,336.3704725807097,0.0001999600079984003,0.0001999600079984003,5.962584755566735,3.429627827944095,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.575000,0.575,336.7869659368398,0.0001999600079984003,0.0001999600079984003,5.96001025221804,3.435528331590179,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.570000,0.57,334.06745677884373,0.0001999600079984003,0.0001999600079984003,5.957883483848604,3.4464533318683404,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.565000,0.565,322.128644602672,0.0001999600079984003,0.0001999600079984003,5.956204552781765,3.4579385422817666,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.560000,0.56,323.6260642354607,0.0001999600079984003,0.0001999600079984003,5.9561955102687385,3.462687087468615,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.555000,0.555,333.2040818827859,0.0001999600079984003,0.0001999600079984003,5.959362501582627,3.459049033603524,10.987758262135754,3.8491429318709103
1.25,dense_Q_0.550000,0.55,335.57806357930804,0.0001999600079984003,0.0001999600079984003,5.966134447908232,3.4523573166829116,10.987758262135754,3.8491429318709103
1.25,spin1_Qhalf,0.5,253.0637436166969,0.0001999600079984003,0.0001999600079984003,3.941082011545812,2.772186387445201,10.987758262135754,3.8491429318709103
1.25,spin32_Q4over9,0.4444444444444444,501.61246231762993,0.0001999600079984003,0.0001999600079984003,5.947746555291404,3.382893611016972,10.987758262135754,3.8491429318709103
1.25,neutrino_like_Qthird,0.3333333333333333,420.9366163904351,0.0001999600079984003,0.0001999600079984003,5.92904901585661,3.401444566990807,10.987758262135754,3.8491429318709103
1.5,threshold_Q1,1.0,199.248483413729,0.0001999600079984003,0.0001999600079984003,4.053263678703716,2.837416107062522,10.988807128793828,3.850437665832522
1.5,near_075,0.75,445.3854960844494,0.0001999600079984003,0.0001999600079984003,6.058309627320021,3.485576858420742,10.988807128793828,3.850437665832522
1.5,dense_Q_0.745000,0.745,454.84754927210133,0.0001999600079984003,0.0001999600079984003,6.062629624240341,3.4793824317065902,10.988807128793828,3.850437665832522
1.5,dense_Q_0.740000,0.74,442.89205096350565,0.0001999600079984003,0.0001999600079984003,6.054706139510745,3.4633554496211696,10.988807128793828,3.850437665832522
1.5,dense_Q_0.735000,0.735,421.34239994371046,0.0001999600079984003,0.0001999600079984003,6.036111442239797,3.4426450674778653,10.988807128793828,3.850437665832522
1.5,dense_Q_0.730000,0.73,409.6008249623435,0.0001999600079984003,0.0001999600079984003,6.012541050897189,3.422648055032244,10.988807128793828,3.850437665832522
1.5,dense_Q_0.725000,0.725,410.20931323684727,0.0001999600079984003,0.0001999600079984003,5.9917827519244105,3.4097237153848168,10.988807128793828,3.850437665832522
1.5,dense_Q_0.720000,0.72,421.9969728026533,0.0001999600079984003,0.0001999600079984003,5.980666210426341,3.409132628950072,10.988807128793828,3.850437665832522
1.5,dense_Q_0.715000,0.715,439.1277883481964,0.0001999600079984003,0.0001999600079984003,5.982485441019892,3.4225801609241304,10.988807128793828,3.850437665832522
1.5,dense_Q_0.710000,0.71,442.30127922199836,0.0001999600079984003,0.0001999600079984003,5.9956986951357205,3.4458719533226767,10.988807128793828,3.850437665832522
1.5,dense_Q_0.705000,0.705,427.7398463290456,0.0001999600079984003,0.0001999600079984003,6.014347902322207,3.469955794814694,10.988807128793828,3.850437665832522
1.5,dense_Q_0.700000,0.7,413.77581951265006,0.0001999600079984003,0.0001999600079984003,6.03089382027058,3.486629276647919,10.988807128793828,3.850437665832522
1.5,dense_Q_0.695000,0.695,406.90603932647014,0.0001999600079984003,0.0001999600079984003,6.040449299083925,3.493438283837038,10.988807128793828,3.850437665832522
1.5,dense_Q_0.690000,0.69,407.173519150145,0.0001999600079984003,0.0001999600079984003,6.043259849386832,3.492992853033043,10.988807128793828,3.850437665832522
1.5,dense_Q_0.685000,0.685,411.76269858307114,0.0001999600079984003,0.0001999600079984003,6.043641230984732,3.488978169351081,10.988807128793828,3.850437665832522
1.5,dense_Q_0.680000,0.68,415.50084681047497,0.0001999600079984003,0.0001999600079984003,6.046651896138209,3.48639441527385,10.988807128793828,3.850437665832522
1.5,dense_Q_0.675000,0.675,411.72432983595513,0.0001999600079984003,0.0001999600079984003,6.0544307188689706,3.491618128546939,10.988807128793828,3.850437665832522
1.5,dense_Q_0.670000,0.67,398.7555293253963,0.0001999600079984003,0.0001999600079984003,6.064272729996398,3.5049835138885443,10.988807128793828,3.850437665832522
1.5,koide_lepton,0.6666666666666666,390.99368012641344,0.0001999600079984003,0.0001999600079984003,6.069007704313562,3.513556900642527,10.988807128793828,3.850437665832522
1.5,dense_Q_0.665000,0.665,387.7907027807937,0.0001999600079984003,0.0001999600079984003,6.070127299740852,3.516185186334934,10.988807128793828,3.850437665832522
1.5,dense_Q_0.660000,0.66,381.3567528753056,0.0001999600079984003,0.0001999600079984003,6.066827409135149,3.5135863332560646,10.988807128793828,3.850437665832522
1.5,dense_Q_0.655000,0.655,379.8793889325791,0.0001999600079984003,0.0001999600079984003,6.053972598134268,3.4971067539568463,10.988807128793828,3.850437665832522
1.5,low_bw_empirical,0.65,380.4425560039342,0.0001999600079984003,0.0001999600079984003,6.036682836664682,3.478357588146971,10.988807128793828,3.850437665832522
1.5,dense_Q_0.645000,0.645,375.37312674620375,0.0001999600079984003,0.0001999600079984003,6.022537929668151,3.469293738155812,10.988807128793828,3.850437665832522
1.5,dense_Q_0.640000,0.64,370.9353686154052,0.0001999600079984003,0.0001999600079984003,6.016406341069677,3.471965473467487,10.988807128793828,3.850437665832522
1.5,dense_Q_0.635000,0.635,365.089252264841,0.0001999600079984003,0.0001999600079984003,6.016538357607261,3.477571190693167,10.988807128793828,3.850437665832522
1.5,quark_like,0.63026,353.2143824057621,0.0001999600079984003,0.0001999600079984003,6.015697895911122,3.475406482774795,10.988807128793828,3.850437665832522
1.5,dense_Q_0.630000,0.63,352.45993170889915,0.0001999600079984003,0.0001999600079984003,6.01547474099643,3.474966355313824,10.988807128793828,3.850437665832522
1.5,dense_Q_0.625000,0.625,343.0106192278881,0.0001999600079984003,0.0001999600079984003,6.005597892020809,3.4605583524741435,10.988807128793828,3.850437665832522
1.5,dense_Q_0.620000,0.62,339.7336422113576,0.0001999600079984003,0.0001999600079984003,5.985008307778474,3.439446094152646,10.988807128793828,3.850437665832522
1.5,dense_Q_0.615000,0.615,334.6945123430239,0.0001999600079984003,0.0001999600079984003,5.9590723440200515,3.4190164726771775,10.988807128793828,3.850437665832522
1.5,dense_Q_0.610000,0.61,333.6645982122968,0.0001999600079984003,0.0001999600079984003,5.936997896117601,3.4048575629220483,10.988807128793828,3.850437665832522
1.5,dense_Q_0.605000,0.605,343.6439275161008,0.0001999600079984003,0.0001999600079984003,5.9263907409067915,3.398934994219777,10.988807128793828,3.850437665832522
1.5,dense_Q_0.600000,0.6,345.02823619767514,0.0001999600079984003,0.0001999600079984003,5.929378782658362,3.3982443978833894,10.988807128793828,3.850437665832522
1.5,dense_Q_0.595000,0.595,345.18601677027345,0.0001999600079984003,0.0001999600079984003,5.942413676693946,3.399529488701512,10.988807128793828,3.850437665832522
1.5,dense_Q_0.590000,0.59,360.1137186491583,0.0001999600079984003,0.0001999600079984003,5.959283364589743,3.4053983205783567,10.988807128793828,3.850437665832522
1.5,dense_Q_0.585000,0.585,361.57027448188956,0.0001999600079984003,0.0001999600079984003,5.974793082875779,3.4206897232802094,10.988807128793828,3.850437665832522
1.5,dense_Q_0.580000,0.58,349.0050138278025,0.0001999600079984003,0.0001999600079984003,5.986851134901469,3.4442053752032873,10.988807128793828,3.850437665832522
1.5,dense_Q_0.575000,0.575,352.48383232453807,0.0001999600079984003,0.0001999600079984003,5.996373480301855,3.468457032271421,10.988807128793828,3.850437665832522
1.5,dense_Q_0.570000,0.57,353.5719711075926,0.0001999600079984003,0.0001999600079984003,6.0054635605655795,3.485340049708424,10.988807128793828,3.850437665832522
1.5,dense_Q_0.565000,0.565,338.4737692896649,0.0001999600079984003,0.0001999600079984003,6.015238462627678,3.4895245071180923,10.988807128793828,3.850437665832522
1.5,dense_Q_0.560000,0.56,342.3141476054791,0.0001999600079984003,0.0001999600079984003,6.024971522147885,3.4804476174995473,10.988807128793828,3.850437665832522
1.5,dense_Q_0.555000,0.555,356.420666667997,0.0001999600079984003,0.0001999600079984003,6.032893880963448,3.463782915425605,10.988807128793828,3.850437665832522
1.5,dense_Q_0.550000,0.55,354.35710508086186,0.0001999600079984003,0.0001999600079984003,6.037356157008502,3.447255030174825,10.988807128793828,3.850437665832522
1.5,spin1_Qhalf,0.5,266.5563793440019,0.0001999600079984003,0.0001999600079984003,3.994814607600888,2.8049113122864036,10.988807128793828,3.850437665832522
1.5,spin32_Q4over9,0.4444444444444444,536.8493841814293,0.0001999600079984003,0.0001999600079984003,5.97378392350998,3.4325804454421953,10.988807128793828,3.850437665832522
1.5,neutrino_like_Qthird,0.3333333333333333,439.04863818270746,0.0001999600079984003,0.0001999600079984003,6.002016256278858,3.5109893620091785,10.988807128793828,3.850437665832522
