KDE_BANDWIDTH_SCALE,null_best_deltaD,null_best_n,null_deltaD_n10,null_deltaD_n11,null_deltaD_n12,null_deltaD_n13,null_deltaD_n14,null_deltaD_n15,null_deltaD_n16,null_deltaD_n17,null_deltaD_n18,null_deltaD_n19,null_deltaD_n20,null_deltaD_n21,null_deltaD_n22
0.5,6.95474911348267,14,4.962816178006783,6.027121149805716,2.0358737394234794,5.018309546087487,6.95474911348267,0.965689717169326,0.30465029821665013,0.5440643997786978,0.217205678099198,2.0775923807735026,3.819549124611349,2.3731326084647506,2.6747068039103823
0.5,2.6568609308742666,14,1.737725952237156,0.9435168377002654,2.34521820399916,0.5017842699517558,2.6568609308742666,0.3085808594310535,0.41910907718351353,0.3025624205555104,0.481691501739796,1.455079769857555,1.3527753619837597,1.6330260280740916,0.06633257007906934
0.5,3.500850844973918,10,3.500850844973918,0.18263805970750724,0.8556090815849906,2.248891619852678,1.6101469074795247,2.6403732112124665,0.8514065484554791,0.594495907128195,0.5639609664314058,1.1981761686115497,1.5636555228215556,1.154691722893734,1.1052077555030309
0.5,9.283986060992795,18,6.442767114119128,0.25701052111816836,1.9837816210918575,1.0751263175815708,0.1232738476979165,0.07705314177778178,0.9291948590669321,4.568557918775852,9.283986060992795,0.8605119162664323,0.058698383275512356,3.357107120198158,3.86399351086348
0.5,5.263308433320283,15,0.03350342565781261,2.633858272548707,5.209425433259696,1.3998906754097575,1.2886167771589143,5.263308433320283,0.8552212736166283,2.9166656358262344,2.5892279593333853,0.13508177273887156,1.768020623018252,1.3211329574484978,3.4083414017182534
0.5,7.795615140738786,19,0.9663725879393326,1.8975888026818808,1.327282295488395,3.9458203024918994,1.106189365756535,5.364101561648347,2.3946092174917766,0.2586604685458411,0.5484791331534424,7.795615140738786,3.1703158992153213,0.47658806824919964,0.7693322696799143
0.5,5.168773058005129,22,1.7780211118523397,0.8170553971376648,0.4226781314795076,2.5497138494359533,2.1147822932644686,2.5104582147208276,2.447163969024942,0.2196719431424654,0.47724527711866926,0.36191851776185047,3.8720831632776864,0.6117915760437711,5.168773058005129
0.5,6.924328771598994,13,2.159147333494989,0.012536293682316568,2.754329982820341,6.924328771598994,1.8470195965381357,2.0266979608836984,2.8538323144204014,0.4723175125467627,1.1803729444938895,3.2466701552235904,0.12387602520559327,1.8149118555825012,0.032151285757954895
0.5,6.651568237222776,11,4.362120545825952,6.651568237222776,3.331389315312947,4.170936369380733,3.043817340896986,2.1721354620645315,0.7808913070312826,3.163934986636015,1.5586549872111348,1.5654393527571102,0.39161891224377143,1.2797616515001238,0.2914559237302541
0.5,5.2563007325007085,11,1.5227201050699826,5.2563007325007085,1.8594708911675468,0.4351713436376201,1.8452365739114533,0.25144566287755765,0.7555913029587877,1.6181181326963952,1.3552395941191335,1.5729259184757112,2.1132465039023565,1.023144885943573,1.4314735956610178
0.5,4.290053607282189,10,4.290053607282189,2.2853600259857956,2.4744099016583405,3.8219194728139882,1.5197676986763717,1.2646698394041422,0.14284129938796042,0.06653984997601725,3.3744750950194913,4.067959748617248,0.651671729191289,0.2233400050760963,0.04939257722525525
