k,n_eff,delta_chi2,amp,phase
17.12,13.024631576200994,0.4123174222044099,0.31577091928165524,2.4882366962321796
17.14,13.039847267294684,0.4619101644236707,0.3342934039096663,2.4754843702785827
17.16,13.055062958388378,0.5120326120722893,0.35199604034483156,2.465060362998204
17.18,13.070278649482072,0.5621686401913166,0.3688196047323322,2.4566183108458146
17.200000000000003,13.085494340575764,0.6118105835259939,0.38471317298654634,2.4498924529728914
17.22,13.100710031669456,0.6604655665590258,0.3996334598480802,2.4446777307390004
17.240000000000002,13.115925722763151,0.707661498095149,0.41354435554131375,2.4408157321274437
17.259999999999998,13.13114141385684,0.7529526430108717,0.426416579909139,2.4381846159140577
17.28,13.146357104950535,0.7959246973938434,0.43822740450969716,2.436691795230795
17.3,13.16157279604423,0.8361993080023922,0.44896041253014396,2.4362685671775353
17.32,13.17678848713792,0.8734379921761501,0.45860527895738346,2.436866136855055
17.34,13.192004178231613,0.9073454294307339,0.4671575618051044,2.4384526554439354
17.36,13.207219869325304,0.937672110429105,0.4746185008408911,2.441011005815549
17.380000000000003,13.222435560419,0.9642163423782222,0.4809948240955449,2.444537145936778
17.4,13.237651251512691,0.9868256217628755,0.48629856503011454,2.4490388726827987
17.42,13.252866942606383,1.005397395434045,0.4905468949366731,2.4545349046124607
17.439999999999998,13.268082633700075,1.019879239222405,0.49376197618123113,2.4610542069058567
17.46,13.28329832479377,1.0302684893958372,0.4959708424043682,2.4686354983022856
17.48,13.298514015887461,1.036611366428474,0.49720531186519235,2.477326890609563
17.5,13.313729706981155,1.0390016328215097,0.49750193979381213,2.487185617499868
17.52,13.328945398074849,1.03757882729019,0.49690201491937386,2.4982778116451234
17.54,13.344161089168539,1.032526116751228,0.49545160424529433,2.51067828819562
17.560000000000002,13.359376780262235,1.0240678054911427,0.4932016485972756,2.524470288338989
17.58,13.374592471355923,1.012466537987848,0.49020810938321135,2.5397451292205715
17.6,13.389808162449619,0.9980202284042434,0.4865321642470097,2.5566016958474163
17.62,13.405023853543312,0.9810587460991087,0.4822404456986162,2.5751456968222977
17.64,13.420239544637003,0.9619403828986606,0.47740531214904175,2.5954885892330344
17.66,13.435455235730696,0.9410481246175664,0.4721051348360809,2.6177460596849658
17.68,13.45067092682439,0.918785746635649,0.4664245766636329,2.6420359301653185
17.700000000000003,13.465886617918082,0.8955737514198177,0.4604548298316994,2.668475342423985
17.72,13.481102309011774,0.8718451648588825,0.45429376830984625,2.6971770680380325
17.740000000000002,13.49631800010547,0.8480412082424778,0.44804595903152633,2.7282448009083557
17.759999999999998,13.511533691199158,0.8246068636889277,0.4418224630234437,2.7617673248057684
17.78,13.526749382292854,0.8019863527891289,0.4357403461868837,2.797811522917497
17.8,13.541965073386548,0.7806185511123545,0.42992181180278605,2.836414321327219
17.82,13.557180764480238,0.7609323648852069,0.4244928668679166,2.8775738421553716
17.84,13.572396455573932,0.743342100454015,0.419581446848512,2.92124028239186
17.86,13.587612146667622,0.7282428618614176,0.4153149532884753,2.9673073103669347
17.880000000000003,13.602827837761318,0.7160060167807387,0.4118172095115097,3.0156050365010825
17.9,13.61804352885501,0.706974775906076,0.40920491143043747,3.0658957941549008
17.92,13.633259219948702,0.7014599354131406,0.4075837372899067,3.1178739687335084
17.939999999999998,13.648474911042394,0.6997358360188173,0.4070443686793524,-3.1120144502410065
17.96,13.66369060213609,0.7020365951963186,0.4076587455448771,-3.0578203166494986
17.98,13.67890629322978,0.7085526710015984,0.4094769082716614,-3.003187733032469
18.0,13.694121984323473,0.7194278164925549,0.412524753479701,-2.9485934895551864
18.02,13.709337675417164,0.7347564826943085,0.41680294315781097,-2.894511097470941
18.04,13.724553366510857,0.7545817253309224,0.4222870724162772,-2.841389912540482
18.060000000000002,13.739769057604553,0.7788936660207924,0.4289290474036904,-2.78963691205908
18.08,13.754984748698242,0.8076285523078468,0.4366594856162254,-2.7396028582175633
18.1,13.770200439791937,0.8406684528237065,0.4453908542207185,-2.6915737746736474
18.12,13.785416130885631,0.8778416141943808,0.4550210222689605,-2.6457678002501015
18.14,13.800631821979321,0.9189234952245329,0.46543691752798794,-2.6023367673010322
18.16,13.815847513073015,0.9636384817112003,0.4765180333830573,-2.5613714029108228
18.18,13.831063204166709,1.0116622723161868,0.4881396059754346,-2.522908890009366
18.200000000000003,13.846278895260403,1.0626249126720495,0.5001753581044189,-2.4869415985566055
18.22,13.861494586354093,1.1161144417604874,0.5124997717906637,-2.4534260151708738
18.240000000000002,13.876710277447788,1.1716811020594378,0.5249898996958358,-2.4222911752622553
18.259999999999998,13.891925968541477,1.228842053452695,0.5375267561279554,-2.393446169488394
18.28,13.907141659635172,1.2870865208778923,0.5499963437498856,-2.3667865187503225
18.3,13.922357350728864,1.3458812975233059,0.562290376338883,-2.342199375346003
18.32,13.937573041822557,1.404676519371833,0.574306755028296,-2.31956761439875
18.34,13.95278873291625,1.4629116232489423,0.5859498487131227,-2.2987729393856813
18.36,13.96800442400994,1.52002139934973,0.5971306211103251,-2.2796981509942507
18.380000000000003,13.983220115103636,1.5754420505026019,0.607766638855415,-2.2622287312380487
18.4,13.998435806197328,1.6286171740468944,0.6177819878235862,-2.246253884055714
18.42,14.013651497291022,1.6790035879267862,0.6271071189398808,-2.2316671562005332
18.439999999999998,14.028867188384712,1.7260769301371397,0.6356786401359866,-2.2183667425229077
18.46,14.044082879478408,1.76933696957758,0.6434390676989681,-2.2062555604074516
18.48,14.059298570572098,1.8083125762693157,0.6503365478369048,-2.19524116056021
18.5,14.074514261665792,1.8425663092666582,0.6563245576348272,-2.185235526141004
18.52,14.089729952759484,1.8716985910098742,0.661361593477658,-2.176154799503608
18.54,14.104945643853176,1.8953514468494177,0.6654108542892003,-2.1679189653710114
18.560000000000002,14.120161334946872,1.9132117976473637,0.6684399264247046,-2.1604515108385933
18.58,14.13537702604056,1.9250143013830439,0.6704204766407589,-2.1536790758264304
18.6,14.150592717134256,1.930543746314811,0.6713279591632771,-2.1475311021618877
18.62,14.16580840822795,1.9296370033150083,0.6711413424241988,-2.141939485062059
18.64,14.181024099321641,1.9221845484330515,0.6698428605060739,-2.136838227135151
18.66,14.196239790415333,1.9081315685766072,0.667417793707697,-2.132163091896543
18.68,14.211455481509027,1.8874786635543614,0.6638542819265351,-2.127851250989093
18.700000000000003,14.226671172602721,1.8602821567645833,0.6591431737619945,-2.1238409166145495
18.72,14.241886863696411,1.8266540248207548,0.6532779134048533,-2.120070947928056
18.740000000000002,14.257102554790107,1.786761453643635,0.646254466527948,-2.11648041711061
18.759999999999998,14.272318245883795,1.740826025376009,0.638071285573297,-2.113008117266734
18.78,14.287533936977491,1.689122537200035,0.6287293140871333,-2.1095919898844833
18.8,14.302749628071183,1.6319774501070583,0.6182320291377109,-2.1061684439299135
18.82,14.317965319164875,1.5697669631797453,0.6065855204161066,-2.102671531161675
18.84,14.333181010258569,1.5029147072693831,0.5937986044301471,-2.099031932148251
18.86,14.34839670135226,1.4318890513056886,0.5798829723303536,-2.095175693608387
18.880000000000003,14.363612392445956,1.3572000150196573,0.5648533704492197,-2.091022638409324
18.9,14.378828083539647,1.2793957837037055,0.5487278137215376,-2.0864843423804964
18.92,14.39404377463334,1.1990588237883912,0.5315278339728624,-2.0814615333194904
18.939999999999998,14.40925946572703,1.116801602485225,0.5132787679035324,-2.075840711508705
18.96,14.424475156820726,1.0332619204079947,0.49401009390902356,-2.0694897089110675
18.98,14.439690847914418,0.9490978728250639,0.4737558333925949,-2.062251782048494
19.0,14.45490653900811,0.8649824628113265,0.4525550421390638,-2.0539376490021133
19.02,14.470122230101802,0.7815978978355247,0.430452432637769,-2.044314597358751
19.04,14.485337921195494,0.699629609987312,0.40749919240316873,-2.033091346119283
19.060000000000002,14.50055361228919,0.6197600488401349,0.38375410236259944,-2.019896636623471
19.08,14.51576930338288,0.5426623045771066,0.3592851240645843,-2.0042483753982645
19.1,14.530984994476576,0.46899362718539805,0.33417173471732575,-1.9855082385340073
19.12,14.546200685570268,0.3993889149677443,0.3085084826173405,-1.962813408082951
19.14,14.56141637666396,0.33445425204809,0.2824105858354933,-1.9349715391229667
19.16,14.576632067757652,0.2747605797025017,0.25602305078923127,-1.9002953985379205
19.18,14.591847758851346,0.22083758998871872,0.22953604242172648,-1.8563370895839681
19.200000000000003,14.60706344994504,0.17316793206634884,0.2032116959982608,-1.7994553282597503
19.22,14.62227914103873,0.1321818216184738,0.17743236026491496,-1.7241167401838433
19.240000000000002,14.637494832132425,0.09825214176953523,0.15278899321883072,-1.6218424785156227
19.259999999999998,14.652710523226114,0.07169011976185402,0.13023974225554427,-1.480022302457081
19.28,14.66792621431981,0.052741657360797944,0.11135657517709209,-1.2824014267627346
19.3,14.683141905413502,0.04158438455340274,0.09851459386996017,-1.0175850208300263
19.32,14.698357596507195,0.03832549567073329,0.09437054859101555,-0.7022910435603846
19.34,14.713573287600887,0.04300041478006733,0.10006332176792948,-0.39221738396397526
19.36,14.72878897869458,0.055572323294086345,0.1140935334296948,-0.138522945706733
19.380000000000003,14.744004669788275,0.0759325675505238,0.13376365150668032,0.04824142293646909
19.4,14.759220360881965,0.10390194799362007,0.15682274077560562,0.18141756066142126
19.42,14.774436051975659,0.13923287498386117,0.1818134406964953,0.27692705551892477
19.439999999999998,14.78965174306935,0.18161235963708577,0.20784833246477863,0.3466755357056762
19.46,14.804867434163045,0.2306657919527879,0.23437571461947032,0.39859326517419424
19.48,14.820083125256737,0.28596144333494067,0.26103458506919497,0.43785235681362406
19.5,14.835298816350429,0.3470156169225902,0.28757448652054024,0.4678639493661219
19.52,14.850514507444121,0.4132983573720139,0.31381175851970516,0.49092767566449225
19.54,14.865730198537815,0.4842396222567231,0.33960517155171815,0.5086323628990957
19.560000000000002,14.88094588963151,0.5592358103699553,0.3648419344350396,0.522102390973276
19.58,14.896161580725199,0.6376565381331147,0.38942938975008623,0.5321513950732109
19.6,14.911377271818894,0.7188515541292304,0.41328992029744716,0.5393802109759557
19.62,14.926592962912586,0.8021576834715916,0.4363577200051849,0.5442407351912806
19.64,14.941808654006278,0.8869056981554877,0.45857667437466443,0.5470785121952298
19.66,14.957024345099972,0.9724270164864492,0.4798989144714546,0.5481617479104145
19.68,14.972240036193664,1.0580601438003328,0.5002837858625901,0.5477014697651769
19.700000000000003,14.987455727287358,1.143156777580316,0.5196970757215822,0.545865788959741
19.72,15.002671418381048,1.227087512268497,0.5381104015666942,0.542790154487715
19.740000000000002,15.017887109474744,1.3092470920681194,0.5555007017824054,0.5385848312456892
19.759999999999998,15.033102800568434,1.3890591733234032,0.5718497910119767,0.5333404212433606
19.78,15.04831849166213,1.4659805711645504,0.5871439581892658,0.5271319819774438
19.8,15.06353418275582,1.5395049775470397,0.6013735945468048,0.5200221231089835
19.82,15.078749873849514,1.609166149199325,0.6145328452443435,0.5120633478114446
19.84,15.093965564943206,1.6745405739897024,0.6266192824178379,0.5032998277917956
19.86,15.109181256036898,1.73524963257762,0.6376336001391629,0.49376874809128585
19.880000000000003,15.124396947130593,1.7909612787595393,0.6475793334340353,0.4835013211377624
19.9,15.139612638224282,1.8413912665903354,0.6564626044131867,0.4725235438523652
19.92,15.154828329317978,1.8863039551615657,0.6642918989213703,0.460856753440965
19.939999999999998,15.170044020411668,1.9255127229454274,0.671077877036896,0.4485180245177536
19.96,15.185259711505363,1.9588800230429797,0.676833220363263,0.4355204408613081
19.98,15.200475402599055,1.9863171087251317,0.6815725184243955,0.4218732683328722
20.0,15.21569109369275,2.007783455606557,0.6853121956729846,0.4075820505639528
20.02,15.23090678478644,2.023285902954285,0.6880704797035914,0.39264864544265254
20.04,15.246122475880133,2.032877532324335,0.6898674102776597,0.3770712178471095
20.060000000000002,15.261338166973829,2.0366562972687916,0.6907248877582512,0.360844202252481
20.08,15.276553858067517,2.034763413574126,0.6906667585523208,0.3439582476152779
20.1,15.291769549161213,2.0273815156630235,0.6897189341958467,0.32640015621410573
20.12,15.306985240254907,2.0147325816682837,0.6879095398100903,0.3081528278377758
20.14,15.322200931348597,1.9970756274639143,0.6852690868171001,0.28919522082975613
20.16,15.33741662244229,1.9747041687711544,0.6818306640296151,0.26950234201175
20.18,15.352632313535981,1.947943450430671,0.6776301405178371,0.24904527841713023
20.200000000000003,15.367848004629677,1.9171474430843318,0.6727063729862841,0.22779128506814003
20.22,15.383063695723369,1.8826956098116057,0.6671014097447229,0.20570394471765666
20.240000000000002,15.398279386817064,1.8449894486433323,0.6608606826986415,0.1827434175113966
20.259999999999998,15.413495077910753,1.8044488211970702,0.6540331780855075,0.15886680083224358
20.28,15.428710769004448,1.7615080827740144,0.6466715759125133,0.13402862202101287
20.3,15.443926460098139,1.7166120349285734,0.6388323471876491,0.10818148899669618
20.32,15.459142151191832,1.67021172753266,0.6305757970706679,0.08127692566767726
20.34,15.474357842285526,1.6227601434641201,0.621966041021963,0.053266419929160105
20.36,15.489573533379216,1.5747078050096093,0.6130708999505615,0.024102711293692264
20.380000000000003,15.504789224472912,1.5264983466184958,0.6039616993648557,-0.006258658077333266
20.4,15.5200049155666,1.4785641035648496,0.5947129567861958,-0.037857512039403705
20.42,15.535220606660296,1.4313217701233043,0.585401941452011,-0.07072692354801696
20.439999999999998,15.550436297753988,1.385168183876715,0.5761080909567292,-0.10489082439532739
20.46,15.56565198884768,1.3404762945633593,0.5669122713833511,-0.14036137811760213
20.48,15.580867679941374,1.2975913763472136,0.5578958711523853,-0.17713618388003335
20.5,15.596083371035068,1.2568275414482741,0.549139724740689,-0.21519541660985453
20.52,15.611299062128758,1.2184646106933883,0.540722870988008,-0.2544990498743518
20.54,15.626514753222452,1.1827453927327838,0.5327211620635567,-0.2949843485936829
20.560000000000002,15.641730444316147,1.1498734184917794,0.5252057530624132,-0.33656385213951645
20.58,15.656946135409836,1.1200111709733847,0.5182415178374181,-0.37912408651175633
20.6,15.672161826503531,1.0932788429669245,0.5118854525858073,-0.4225252383801614
20.62,15.687377517597225,1.0697536467095574,0.5061851428080917,-0.4666019864961685
20.64,15.702593208690915,1.0494696903245995,0.5011773790245778,-0.5111656138590013
20.66,15.71780889978461,1.0324184261593246,0.4968870095533335,-0.5560074198148689
20.68,15.7330245908783,1.0185496662120386,0.4933261127738526,-0.6009033253109552
20.700000000000003,15.748240281971995,1.0077731499537776,0.4904935558504116,-0.6456194341514144
